Rank,TICK,TICK_LON,Company,Market,Volyme,Market Cam,marketcap,PRICE,VOLUME,volumeavg,high52,change,IF VOL > 5XAVG -> TRUE,IF VOL > 10XAVG -> TRUE
331,BCPT,LON:BCPT,Balanced Commercial Property Trust Ltd,FTSE 250,79.80,559.8,561240080,80,703706,1171727,"84,5","0,8",FALSE,FALSE
332,THRG,LON:THRG,Blackrock Throgmorton Trust,FTSE 250,590.00,558.0,559021703,"606,98",117335,218917,626,"2,98",FALSE,FALSE
333,BUT,LON:BUT,Brunner Investment Trust,FTSE Small Cap,"1,305.00",557.1,572509375,1345,36630,95151,1365,-4,FALSE,FALSE
,CGEO,LON:CGEO,Georgia Capital,,"1,304.00",556.5,462902835,1094,53577,61172,1396,-62,FALSE,FALSE
,BOKU,LON:BOKU,Boku Inc,FTSE AIM,185.00,556.0,541905852,"180,75",274021,491543,"192,97","2,25",FALSE,FALSE
334,ESP,LON:ESP,Empiric Student Property,FTSE 250,91.10,549.7,564817584,"93,5",676124,1155530,"27,32","-0,73",FALSE,FALSE
,YNGN,LON:YNGN,Young & Co's Brewery,FTSE AIM,622.00,547.2,531254500,"627,37",57700,34611,902,"11,37",FALSE,FALSE
,YNGA,LON:YNGA,Young & Co's Brewery,FTSE AIM,992.00,547.2,531254500,"1003,87",241991,42181,1240,22,TRUE,FALSE
335,EWI,LON:EWI,Edinburgh Worldwide Investment Trust,FTSE 250,141.40,543.2,555896316,"145,86",748276,823210,"38,7","0,38",FALSE,FALSE
,JSG,LON:JSG,Johnson Service Group,FTSE AIM,131.00,542.9,683784915,165,1785257,683203,"165,6","5,05",FALSE,FALSE
,POLR,LON:POLR,Polar Capital Holdings,FTSE AIM,529.00,535.3,556576900,552,117709,309192,0,0,FALSE,FALSE
336,FSG,LON:FSG,Foresight Group Holdings Ltd,FTSE 250,445.00,516.4,530278579,457,18739,107384,506,0,FALSE,FALSE
337,XPS,LON:XPS,XPS Pensions Group,FTSE Small Cap,250.00,515.1,527164046,254,1408624,356539,269,-1,FALSE,FALSE
338,DEC,LON:DEC,Diversified Energy Company,FTSE 250,"1,081.00",514.3,526627143,1109,98478,251682,"18,05","0,3",FALSE,FALSE
,MAB1,LON:MAB1,Mortgage Advice Bureau Holdings Ltd,FTSE AIM,900.00,514.1,481220092,842,36784,52433,946,-8,FALSE,FALSE
339,NAS,LON:NAS,North Atlantic Smaller Companies Inv Trust,FTSE 250,"3,790.00",508.8,546283032,4080,5492,6748,4130,50,FALSE,FALSE
341,PCFT,LON:PCFT,Polar Capital Global Financials Trust,FTSE Small Cap,165.00,505.2,514105650,"168,75",639434,511773,"170,61","-0,82",FALSE,FALSE
342,TLW,LON:TLW,Tullow Oil,FTSE Small Cap,34.60,502.7,555230744,"38,19",5206869,3548138,"39,94","0,31",FALSE,FALSE
343,FSFL,LON:FSFL,Foresight Solar Fund Ltd,FTSE 250,85.60,499.1,516734835,"89,83",327581,664059,112,"0,13",FALSE,FALSE
344,IPO,LON:IPO,IP Group,FTSE 250,48.30,498.9,519074627,"50,36",1542025,1934132,"42,4","0,64",FALSE,FALSE
,GDWN,LON:GDWN,Goodwin,,"6,640.00",498.6,503135683,6600,412,2188,7300,"-0,1",FALSE,FALSE
,CORD,LON:CORD,Cordiant Digital Infrastructure Ltd,,65.00,498.1,522645698,"68,2",374413,2347971,87,"-0,8",FALSE,FALSE
345,ESNT,LON:ESNT,Essentra,FTSE 250,171.60,492.9,535881252,186,58446,656700,"59,9","-0,4",FALSE,FALSE
,MRL,LON:MRL,Marlowe,FTSE AIM,508.00,491.8,511311399,528,221530,503275,680,18,FALSE,FALSE
346,CRST,LON:CRST,Crest Nicholson Holdings Ltd,FTSE 250,191.40,491.7,535936178,"209,18",329730,965758,269,"1,8",FALSE,FALSE
347,OCN,LON:OCN,Ocean Wilson Holdings,FTSE Small Cap,"1,390.00",491.5,518307006,1470,12332,21577,"35,79","0,46",FALSE,FALSE
348,ALFA,LON:ALFA,Alfa Financial Software Holdings,FTSE Small Cap,166.20,490.7,501882160,170,10070,131551,203,"-0,8",FALSE,FALSE
349,THRL,LON:THRL,Target Healthcare REIT Ltd,FTSE 250,78.20,485.0,514176731,83,1795844,983131,"88,9","1,9",FALSE,FALSE
350,CHRY,LON:CHRY,Chrysalis Investment Ltd,FTSE Small Cap,79.00,470.2,541586773,91,1917802,2125778,"95,3","-2,1",FALSE,FALSE
,RSG,LON:RSG,Resolute Mining Ltd,,22.00,468.4,990007997,25,104031,338420,"196,76","0,6",FALSE,FALSE
,TFW,LON:TFW,Thorpe (F W),FTSE AIM,390.50,457.9,451202096,"386,45",22217,25200,460,"-3,55",FALSE,FALSE
,CGI,LON:CGI,Canadian General Investments Ltd,,"2,190.00",456.9,792433380,"2237,97",4154,4787,2280,"7,97",FALSE,FALSE
,PAF,LON:PAF,Pan African Resources,FTSE AIM,23.80,456.1,482493160,"25,37",1025177,3975892,26,"0,4",FALSE,FALSE
,BIG,LON:BIG,Big Technologies,FTSE AIM,156.50,454.9,424886841,"145,25",7890,123133,"11,06","1,51",FALSE,FALSE
351,RWI,LON:RWI,Renewi,FTSE Small Cap,564.00,454.1,485168795,605,49175,103576,749,10,FALSE,FALSE
352,BMY,LON:BMY,Bloomsbury Publishing,FTSE Small Cap,554.00,452.1,465895691,"570,96",28255,107652,"68,46","-0,18",FALSE,FALSE
,MPE,LON:MPE,M.P. Evans Group,FTSE AIM,848.00,449.9,453840502,868,14044,32742,886,"-1,7",FALSE,FALSE
353,WPS,LON:WPS,W.A.G Payment Solutions,FTSE 250,65.20,449.5,493475208,"71,6",139424,155334,"28,81","0,09",FALSE,FALSE
354,JEGI,LON:JEGI,JPMorgan European Growth & Income,FTSE Small Cap,104.50,448.9,#N/A,"109,26",126085,732435,"110,5","0,76",FALSE,FALSE
355,PCGH,LON:PCGH,Polar Capital Global Healthcare Trust,FTSE Small Cap,365.00,442.6,444039793,"366,16",61872,200231,379,"1,32",FALSE,FALSE
356,LIO,LON:LIO,Liontrust Asset Management,FTSE Small Cap,680.00,441.6,466885382,717,95313,199785,"1,04","0,02",FALSE,FALSE
357,NESF,LON:NESF,NextEnergy Solar Fund Ltd,FTSE 250,74.70,441.3,456113871,"77,3",1015115,1959326,"105,4","0,3",FALSE,FALSE
358,PRSR,LON:PRSR,PRS REIT,FTSE Small Cap,80.00,439.4,449287661,"81,8",275176,483698,"88,5","0,1",FALSE,FALSE
,MIDW,LON:MIDW,Midwich Group,FTSE AIM,427.00,437.9,404887962,"388,4",437868,182336,500,"-31,6",FALSE,FALSE
359,POLN,LON:POLN,Pollen Street Group,FTSE Small Cap,679.00,436.0,#N/A,696,31523,200279,710,0,FALSE,FALSE
,BOO,LON:BOO,Boohoo Group,FTSE AIM,34.30,435.2,449897551,"35,7",4087026,3636690,"46,93","0,41",FALSE,FALSE
360,PAC,LON:PAC,Pacific Assets Trust,FTSE Small Cap,359.00,434.2,456012791,376,137410,183315,"196,66","-0,51",FALSE,FALSE
361,UEM,LON:UEM,Utilico Emerging Markets Trust,FTSE Small Cap,226.50,434.0,456139680,231,84728,265908,241,5,FALSE,FALSE
,CER,LON:CER,Cerillion,FTSE AIM,"1,470.00",433.8,457614184,1571,13451,27768,1680,1,FALSE,FALSE
,PTAL,LON:PTAL,PetroTal Corp,FTSE AIM,47.50,431.1,731640730,"46,49",532878,853763,51,"0,02",FALSE,FALSE
362,SBRE,LON:SBRE,Sabre Insurance Group,FTSE Small Cap,172.20,430.5,385499992,"154,2",899673,443312,"183,6","-1,2",FALSE,FALSE
363,SHED,LON:SHED,Urban Logistics REIT,FTSE 250,112.80,430.0,561650607,"119,3",519296,940252,"144,8",2,FALSE,FALSE
364,ASC,LON:ASC,ASOS,FTSE Small Cap,358.20,427.5,433660838,"363,4",362299,324371,"21,31","0,18",FALSE,FALSE
365,JUGI,LON:JUGI,JPMorgan UK Small Cap Growth & Income,FTSE Small Cap,306.00,425.8,451572404,"328,56",300511,357542,329,"2,56",FALSE,FALSE
366,HWG,LON:HWG,Harworth Group,FTSE Small Cap,131.00,424.6,447766806,138,135804,176533,"0,39",0,FALSE,FALSE
,ABDP,LON:ABDP,AB Dynamics,FTSE AIM,"1,830.00",419.7,441460163,"1923,2",46518,35190,2070,25,FALSE,FALSE
367,SYNT,LON:SYNT,Synthomer,FTSE Small Cap,255.00,417.1,470256850,288,246886,297270,"301,5",-1,FALSE,FALSE
368,ATR,LON:ATR,Schroder Asian Total Return Investment Company,FTSE Small Cap,432.00,416.6,432729793,"452,64",111420,164414,"151,73","0,08",FALSE,FALSE
369,GROW,LON:GROW,Molten Ventures,FTSE Small Cap,240.00,415.6,580372448,"307,24",139329,700836,"3,3","0,04",FALSE,FALSE
,AMS,LON:AMS,Advanced Medical Solutions Group,FTSE AIM,190.40,413.8,464012421,"213,17",323690,462223,"3,54","0,05",FALSE,FALSE
370,AAS,LON:AAS,Abrdn Asia Focus,FTSE Small Cap,268.00,413.0,435285413,283,65232,120033,289,1,FALSE,FALSE
371,DIG,LON:DIG,Dunedin Income Growth Inv Trust,FTSE Small Cap,283.00,412.0,418696200,290,189486,204055,"50,26","-0,08",FALSE,FALSE
,MTW,LON:MTW,Mattioli Woods,FTSE AIM,792.00,411.8,408631810,788,117721,517832,"19,81","0,37",FALSE,FALSE
372,EBOX,LON:EBOX,Tritax Eurobox,FTSE 250,50.80,409.8,504458644,"62,5",1011614,1454514,"69,9","3,6",FALSE,FALSE
373,MWY,LON:MWY,Mid Wynd International Inv Trust,FTSE Small Cap,767.00,409.1,402377196,"781,92",13723,126837,787,"-1,2",FALSE,FALSE
374,RTWG,LON:RTWG,RTW Venture Fund Ltd,,105.00,409.0,530867400,"105,75",10414,36691,115,"-1,25",FALSE,FALSE
375,PZC,LON:PZC,PZ Cussons,FTSE 250,94.60,405.6,464111952,"108,25",336257,747357,"8,2","0,01",FALSE,FALSE
376,JCH,LON:JCH,JPMorgan Claverhouse Investment Trust,FTSE Small Cap,702.00,405.1,423374139,"740,42",25523,75629,746,6,FALSE,FALSE
377,NCC,LON:NCC,NCC Group,FTSE Small Cap,127.80,400.6,421955540,"134,26",650206,605396,"139,6",-1,FALSE,FALSE
378,ORIT,LON:ORIT,Octopus Renewables Infrastructure Trust,FTSE 250,70.60,398.8,425390424,"75,46",1898585,1032923,"103,8","-0,3",FALSE,FALSE
379,NAIT,LON:NAIT,North American Income Trust,FTSE Small Cap,289.00,395.0,399028800,295,143273,221440,296,"-1,07",FALSE,FALSE
,TM17,LON:TM17,Team17 Group,FTSE AIM,270.00,393.7,396585792,272,435687,191802,405,5,FALSE,FALSE
,AFM,LON:AFM,Alpha Financial Markets Consulting,FTSE AIM,339.00,387.8,497882730,435,54064,429621,"1,27",0,FALSE,FALSE
380,JUP,LON:JUP,Jupiter Fund Management,FTSE 250,75.80,387.4,471407267,"86,5",1692804,923550,"128,3","-0,1",FALSE,FALSE
381,HEFT,LON:HEFT,Henderson European Focus Trust,FTSE Small Cap,181.50,386.2,402929589,"189,38",108265,194427,190,"-0,12",FALSE,FALSE
382,PAY,LON:PAY,PayPoint,FTSE Small Cap,531.00,385.9,391832410,539,286133,74715,"25,21","0,12",FALSE,FALSE
383,WIX,LON:WIX,Wickes Group,FTSE Small Cap,153.80,385.1,360648036,147,312032,572298,"146,21","3,15",FALSE,FALSE
384,JEMI,LON:JEMI,JPMorgan Global Emerging Markets Income Trust,FTSE Small Cap,130.00,382.9,401014090,"137,1",181420,447709,"139,5","0,1",FALSE,FALSE
385,CSN,LON:CSN,Chesnara,FTSE Small Cap,253.00,381.6,378894791,251,107363,279943,290,"-2,5",FALSE,FALSE
386,HFEL,LON:HFEL,Henderson Far East Income Ltd,FTSE Small Cap,231.00,375.2,383983964,"236,1",406642,360037,257,"0,1",FALSE,FALSE
387,ANII,LON:ANII,abrdn New India Investment Trust,FTSE Small Cap,714.00,374.5,394386871,"760,4",19293,70000,770,"14,4",FALSE,FALSE
,MTVW,LON:MTVW,Mountview Estates,,"9,600.00",374.3,392143232,"10057,5",114,428,11800,"282,5",FALSE,FALSE
,LSC,LON:LSC,London Security,FTSE AIM,"3,050.00",373.9,347567314,2835,0,16,3300,-215,FALSE,FALSE
,FRAN,LON:FRAN,Franchise Brands,FTSE AIM,192.00,372.1,368247732,"190,03",85238,148005,210,"-3,97",FALSE,FALSE
388,AVON,LON:AVON,Avon Protection,FTSE Small Cap,"1,232.00",369.6,378321141,1254,19411,55052,1296,10,FALSE,FALSE
389,FAS,LON:FAS,Fidelity Asian Values,FTSE Small Cap,512.00,367.0,383459772,"538,3",47746,78845,"113,08","0,8",FALSE,FALSE
391,PINT,LON:PINT,Pantheon Infrastructure,FTSE Small Cap,77.80,365.3,394207054,"83,99",593821,1243429,"92,2","-0,01",FALSE,FALSE
,NICL,LON:NICL,Nichols,FTSE AIM,"1,000.00",365.2,380056775,"1040,5",6621,23618,1520,"-14,5",FALSE,FALSE
,OAP3,LON:OAP3,Octopus Apollo VCT 3,,47.10,365.0,394958100,"48,6",84,1107,52,"1,5",FALSE,FALSE
,W7L,LON:W7L,Warpaint London,FTSE AIM,470.00,363.1,365038521,"472,5",183576,710148,506,15,FALSE,FALSE
392,CABP,LON:CABP,Cab Payments Holdings,FTSE Small Cap,142.80,362.9,403185490,"158,65",732678,615911,337,"14,04",FALSE,FALSE
,LOK,LON:LOK,Lok'nStore Group,FTSE AIM,"1,120.00",361.5,361893805,"1100,05",17340,436764,1180,0,FALSE,FALSE
393,FDM,LON:FDM,FDM Group Holdings,FTSE Small Cap,329.50,361.2,433034945,395,152431,238369,"62,9","0,6",FALSE,FALSE
394,AIE,LON:AIE,Ashoka India Equity Investment Trust,FTSE Small Cap,269.00,360.7,387574136,"262,26",373589,793077,282,2,FALSE,FALSE
395,CARD,LON:CARD,Card Factory,FTSE Small Cap,103.00,355.9,354631251,"102,93",1250433,916837,"36,23",0,FALSE,FALSE
396,AUSC,LON:AUSC,Abrdn UK Smaller Companies Growth Trust,FTSE Small Cap,462.00,355.4,368021848,"492,76",62197,121340,493,"0,26",FALSE,FALSE
397,BGS,LON:BGS,Baillie Gifford Shin Nippon,FTSE Small Cap,114.80,353.9,344391101,"114,8",329847,1237548,"15,15","0,34",FALSE,FALSE
398,IHR,LON:IHR,Impact Healthcare REIT,FTSE Small Cap,85.40,353.9,367130130,"88,5",381059,802142,"102,85","1,3",FALSE,FALSE
399,PCTN,LON:PCTN,Picton Property Income Ltd,FTSE Small Cap,64.60,352.2,369095172,"67,7",258489,873977,"80,4","0,9",FALSE,FALSE
,FDP,LON:FDP,FD Technologies,FTSE AIM,"1,248.00",351.6,371344127,1318,42689,135135,"28,55","0,1",FALSE,FALSE
,CAML,LON:CAML,Central Asia Metals,FTSE AIM,202.00,351.4,397199643,"219,5",83863,608961,"30,99",0,FALSE,FALSE
,TAM,LON:TAM,Tatton Asset Management,FTSE AIM,580.00,351.0,372084613,"614,9",433,79241,628,"-13,1",FALSE,FALSE
,TIG,LON:TIG,Team Internet Group,FTSE AIM,139.60,349.2,400623100,"158,11",790767,635090,"0,42",0,FALSE,FALSE
400,AAIF,LON:AAIF,Abrdn Asian Income Fund Ltd,FTSE Small Cap,209.00,347.3,347148706,"215,4",93376,342696,222,"-0,6",FALSE,FALSE
401,BGEU,LON:BGEU,Baillie Gifford European Growth Trust,FTSE Small Cap,96.80,345.2,353179835,"99,3",1181765,467751,100,"0,8",FALSE,FALSE
402,FORT,LON:FORT,Forterra,FTSE Small Cap,162.00,344.7,367834943,"173,2",91893,429336,199,"-0,6",FALSE,FALSE
,SAVE,LON:SAVE,Savannah Energy,FTSE AIM,26.25,342.9,131453200,10,0,173603,"19,69","0,37",FALSE,FALSE
403,MCG,LON:MCG,Mobico Group,FTSE 250,55.80,342.7,401919530,"65,45",2336456,1988622,"110,07","1,7",FALSE,FALSE
,BMK,LON:BMK,Benchmark Holdings,FTSE AIM,46.00,340.2,312142855,"42,2",16739,65938,"0,09",0,FALSE,FALSE
404,CREI,LON:CREI,Custodian Reit,FTSE Small Cap,77.10,339.9,330549569,"74,98",142358,995537,"94,9","0,68",FALSE,FALSE
405,HFD,LON:HFD,Halfords Group,FTSE Small Cap,155.20,339.8,326203763,"149,32",314494,663136,"244,8","-0,82",FALSE,FALSE
406,WHR,LON:WHR,Warehouse REIT,FTSE Small Cap,79.80,339.0,356458888,"83,9",171378,765697,"160,62","1,77",FALSE,FALSE
,MXCT,LON:MXCT,Maxcyte Inc,FTSE AIM,323.00,336.3,498675832,"376,1",26621,22254,"5,55","0,05",FALSE,FALSE
407,CTPE,LON:CTPE,Ct Private Equity Trust,FTSE Small Cap,456.50,332.1,329709027,"459,51",48026,111611,532,"-0,49",FALSE,FALSE
408,CLI,LON:CLI,CLS Holdings,FTSE Small Cap,83.00,329.9,373168183,"93,89",210365,357972,"149,39","1,3",FALSE,FALSE
409,RNK,LON:RNK,Rank Group,FTSE Small Cap,70.20,328.8,413154804,87,1696499,979704,"107,4",-1,FALSE,FALSE
410,LWI,LON:LWI,Lowland Investment Co,FTSE Small Cap,121.00,326.9,347188496,"128,5",294405,319683,"129,17","-0,5",FALSE,FALSE
411,CTUK,LON:CTUK,Ct UK Capital And Income Investment Trust,FTSE Small Cap,318.00,326.1,341328288,336,36047,111591,340,"0,5",FALSE,FALSE
412,SHI,LON:SHI,SIG,FTSE Small Cap,27.60,326.1,333789852,"28,25",4052725,1292845,"43,6",1,FALSE,FALSE
413,MER,LON:MER,Mears Group,FTSE Small Cap,354.00,325.8,368929036,384,316653,693751,398,"-5,5",FALSE,FALSE
,NEXN,LON:NEXN,Nexxen International Ltd,FTSE AIM,233.00,325.2,415717696,"233,24",49388,229271,"5,97","0,05",FALSE,FALSE
414,BIOG,LON:BIOG,Biotech Growth Trust,FTSE Small Cap,952.00,325.2,329049892,986,77902,61723,1048,-14,FALSE,FALSE
415,HNE,LON:HNE,Henderson EuroTrust,FTSE Small Cap,153.50,325.2,336426381,"158,8",31902,172413,"159,84","-0,2",FALSE,FALSE
,SFOR,LON:SFOR,S4 Capital,,56.15,325.1,310539716,"53,2",1418176,2742538,157,"-2,82",FALSE,FALSE
416,HINT,LON:HINT,Henderson International Income Trust,FTSE Small Cap,165.00,323.4,328264322,"167,5",182522,252498,"180,5","-2,06",FALSE,FALSE
417,BIPS,LON:BIPS,Invesco Bond Income Plus Ltd,FTSE Small Cap,170.00,322.7,329890099,"170,37",218205,319405,"174,5","-0,13",FALSE,FALSE
,WIL,LON:WIL,Wilmington,,360.00,322.5,334005816,"372,9",1137629,104247,"1,2","-0,12",TRUE,TRUE
418,SST,LON:SST,Scottish Oriental Smaller Companies Trust,FTSE Small Cap,"1,340.00",321.1,328660512,"1383,8",6984,29766,"4,86","0,14",FALSE,FALSE
419,NAVF,LON:NAVF,Nippon Active Value Fund,FTSE Small Cap,169.00,319.6,318397350,"168,34",169818,472678,"180,5","0,34",FALSE,FALSE
,ITM,LON:ITM,ITM Power,FTSE AIM,51.55,318.0,342986549,"55,88",3805219,1510598,99,"4,01",FALSE,FALSE
,PANR,LON:PANR,Pantheon Resources,FTSE AIM,33.20,313.5,273488370,"29,05",1974244,4235892,"45,5","-0,7",FALSE,FALSE
420,FXPO,LON:FXPO,Ferrexpo,FTSE 250,52.20,312.2,287155630,"48,25",531767,1257879,"106,6","1,65",FALSE,FALSE
421,EAT,LON:EAT,European Assets Trust NV,FTSE Small Cap,85.60,308.2,321181804,"89,2",483663,598081,"63,63","2,42",FALSE,FALSE
,CHRT,LON:CHRT,Cohort,FTSE AIM,742.00,308.2,335140196,"805,5",3769,103853,848,"-8,5",FALSE,FALSE
422,GSF,LON:GSF,Gore Street Energy Storage Fund,FTSE Small Cap,62.10,307.6,314323416,"61,89",1107004,1376136,"104,6","0,99",FALSE,FALSE
,FRP,LON:FRP,FRP Advisory Group,FTSE AIM,122.00,306.7,320505675,"127,5",59411,332710,149,"0,25",FALSE,FALSE
423,JAGI,LON:JAGI,JPMorgan Asia Growth & Income,FTSE Small Cap,352.00,306.4,311369589,369,105363,163605,371,-1,FALSE,FALSE
,RST,LON:RST,Restore,FTSE AIM,220.00,301.2,342173067,"249,9",212940,537100,280,"6,5",FALSE,FALSE
,HOME,LON:HOME,Home Reit,,38.05,300.8,300812100,"38,05",0,0,"124,6",0,FALSE,FALSE
,GGP,LON:GGP,Greatland Gold,FTSE AIM,5.90,300.3,312803542,"6,2",5312440,15395228,"11,7","-0,05",FALSE,FALSE
424,SJG,LON:SJG,Schroder Japan Growth Fund,FTSE Small Cap,253.00,299.8,304474952,"257,5",228149,188377,263,"-0,5",FALSE,FALSE
425,ENQ,LON:ENQ,EnQuest,FTSE Small Cap,15.64,299.7,312998092,"16,42",628612,3190408,"18,57","-0,08",FALSE,FALSE
,BOOK,LON:BOOK,Literacy Capital,,498.50,299.1,313079992,"521,8",6377,16993,530,"4,3",FALSE,FALSE
,DOTD,LON:DOTD,Dotdigital Group,FTSE AIM,97.20,298.3,289664799,"94,4",643384,474533,108,"-0,7",FALSE,FALSE
426,STS,LON:STS,STS Global Income & Growth Trust,FTSE Small Cap,216.00,298.2,301811538,"223,58",173775,436200,"0,82",0,FALSE,FALSE
427,TTG,LON:TTG,TT Electronics,FTSE Small Cap,168.00,298.0,274360482,"154,5",286724,286537,"0,07",0,FALSE,FALSE
428,TET,LON:TET,Treatt,FTSE Small Cap,490.00,297.3,294507374,485,244067,108655,731,"13,12",FALSE,FALSE
429,KMR,LON:KMR,Kenmare Resources,FTSE Small Cap,333.00,297.1,298034793,335,408819,153156,470,2,FALSE,FALSE
430,GLE,LON:GLE,MJ Gleeson,FTSE Small Cap,507.00,296.0,302126746,"517,5",10869,31618,548,"-12,5",FALSE,FALSE
,FNTL,LON:FNTL,Fintel,FTSE AIM,284.00,294.9,323042542,311,81727,293087,314,7,FALSE,FALSE
431,AEP,LON:AEP,Anglo-Eastern Plantations,FTSE Small Cap,740.00,292.6,278521815,"706,8",11398,14341,"92,35","-0,39",FALSE,FALSE
432,RCDO,LON:RCDO,Ricardo,FTSE Small Cap,469.00,291.8,307358253,494,6653,91906,"619,6",8,FALSE,FALSE
433,SWEF,LON:SWEF,Starwood European Real Estate Finance Ltd,FTSE Small Cap,92.00,288.6,250725285,"92,8",107335,140314,96,"0,8",FALSE,FALSE
434,PRV,LON:PRV,Porvair,FTSE Small Cap,622.00,288.4,295778076,638,31932,85631,680,4,FALSE,FALSE
435,GABI,LON:GABI,GCP Asset Backed Income Fund Ltd,FTSE Small Cap,67.60,287.7,294720481,"69,24",450656,443987,"73,8","-0,36",FALSE,FALSE
,BRK,LON:BRK,Brooks Macdonald Group,FTSE AIM,"1,800.00",286.9,328921800,2000,12785,17078,2300,"-12,5",FALSE,FALSE
436,GSEO,LON:GSEO,VH Global Sustainable Energy Opportunities,FTSE Small Cap,69.40,285.9,313280122,"76,78",1150305,1002552,"100,5","0,18",FALSE,FALSE
,PBEE,LON:PBEE,Pensionbee Group,,127.25,285.1,327198675,"146,01",71487,190313,"157,5","1,5",FALSE,FALSE
,IDOX,LON:IDOX,IDOX,FTSE AIM,62.00,284.8,298595700,65,457523,497101,71,0,FALSE,FALSE
437,NCYF,LON:NCYF,CQS New City High Yield Fund Ltd,FTSE Small Cap,52.70,282.9,279072867,"51,21",665258,1137133,"53,6","0,21",FALSE,FALSE
,NIOX,LON:NIOX,Niox Group,FTSE AIM,66.80,282.4,318882200,"73,85",274898,1094616,"75,6","-1,35",FALSE,FALSE
438,DIVI,LON:DIVI,Diverse Income Trust,FTSE Small Cap,88.40,281.6,277130400,88,424942,464837,"32,62","0,16",FALSE,FALSE
439,CWR,LON:CWR,Ceres Power Holdings,FTSE Small Cap,145.40,280.6,357795693,"184,57",429814,564002,"444,8","7,37",FALSE,FALSE
440,BRFI,LON:BRFI,Blackrock Frontiers Investment Trust,FTSE Small Cap,148.00,280.2,290703644,154,167584,207975,"159,9",1,FALSE,FALSE
441,RWA,LON:RWA,Robert Walters,FTSE Small Cap,385.00,278.6,265190970,"366,5",537042,72782,490,"-8,5",TRUE,FALSE
442,LSL,LON:LSL,LSL Property Services,FTSE Small Cap,266.00,276.6,311611500,300,9827,41822,307,2,FALSE,FALSE
443,PINE,LON:PINE,Pinewood Technologies Group,FTSE Small Cap,315.00,274.4,293623186,"337,05",515489,788986,"17,72","0,15",FALSE,FALSE
444,HHI,LON:HHI,Henderson High Income Trust,FTSE Small Cap,156.50,269.4,285755056,166,266692,221533,177,0,FALSE,FALSE
,SOLG,LON:SOLG,SolGold,,8.90,267.1,266312552,"8,9",5129026,5592461,"19,5","0,06",FALSE,FALSE
,ELIX,LON:ELIX,Elixirr International,FTSE AIM,560.00,264.7,287985473,"609,4",7218,53360,665,"-22,6",FALSE,FALSE
,GRID,LON:GRID,Gresham House Energy Storage Fund,,46.00,263.2,331377339,"58,23",656855,1026802,"119,49","0,59",FALSE,FALSE
,IQE,LON:IQE,IQE,FTSE AIM,27.35,263.0,305384708,"31,79",2246973,4926907,"32,78","2,12",FALSE,FALSE
445,RECI,LON:RECI,Real Estate Credit Investment PCC Ltd,FTSE Small Cap,116.00,262.7,264090968,"117,3",583621,725338,"133,5","-0,2",FALSE,FALSE
446,DFS,LON:DFS,DFS Furniture,FTSE Small Cap,112.00,262.2,268568007,"113,8",684350,291984,"131,65","0,4",FALSE,FALSE
447,VID,LON:VID,Videndum,FTSE Small Cap,278.00,261.9,259910561,"275,91",274227,67532,"768,77","-1,5",FALSE,FALSE
448,LUCE,LON:LUCE,Luceco,FTSE Small Cap,162.80,261.8,279792000,"174,8",525760,231227,175,"4,1",FALSE,FALSE
,IIG,LON:IIG,Intuitive Investments Group,,130.00,261.6,255577095,"126,34",13949,27273,156,"-3,66",FALSE,FALSE
449,OTB,LON:OTB,On The Beach Group,FTSE Small Cap,155.80,259.7,244460173,"147,6",3936520,501079,"181,6",-20,TRUE,FALSE
450,MNP,LON:MNP,Martin Currie Global Portfolio Trust,FTSE Small Cap,369.00,258.6,257216662,375,74191,98685,399,-1,FALSE,FALSE
,GFM,LON:GFM,Griffin Mining Ltd,FTSE AIM,140.00,258.3,282981160,154,22814,202034,"158,7",2,FALSE,FALSE
451,MTE,LON:MTE,Montanaro European Smaller Companies Trust,FTSE Small Cap,136.00,257.6,268405494,"141,69",95086,282096,"144,5","0,69",FALSE,FALSE
452,CCJI,LON:CCJI,CC Japan Income & Growth Trust,FTSE Small Cap,191.00,257.3,259019386,"192,25",96713,344235,206,"-1,25",FALSE,FALSE
,VCP,LON:VCP,Victoria,FTSE AIM,225.00,255.7,217627272,"191,66",69692,319613,"729,5","4,26",FALSE,FALSE
,AMRQ,LON:AMRQ,Amaroq Minerals Ltd,FTSE AIM,77.50,255.4,417710070,"70,3",50829,94063,"1,48","-0,02",FALSE,FALSE
,TRCS,LON:TRCS,Tracsis,FTSE AIM,845.00,255.3,278341688,"924,8",23060,49550,1030,"4,8",FALSE,FALSE
453,GFRD,LON:GFRD,Galliford Try Holdings,FTSE Small Cap,248.00,254.6,268068924,262,930051,205283,275,"-2,7",FALSE,FALSE
,ACSO,LON:ACSO,Accesso Technology Group,FTSE AIM,622.00,252.1,318679228,"762,08",45483,51362,"822,12",44,FALSE,FALSE
,GKP,LON:GKP,Gulf Keystone Petroleum Ltd,,113.00,251.4,295095532,133,1769372,1105427,"148,92","5,7",FALSE,FALSE
,VIC,LON:VIC,Victorian Plumbing Group,FTSE AIM,77.00,251.3,255846017,"78,4",953358,395397,100,"-0,2",FALSE,FALSE
454,ASLI,LON:ASLI,Abrdn European Logistics Income,FTSE Small Cap,60.80,250.6,243717049,"59,2",1823685,514224,"82,97","-0,4",FALSE,FALSE
